id,ingredients,ingredients_raw_str
232090,"['unsalted beef stock', 'onion', 'carrot', 'bay leaf', 'thyme', 'whole black peppercorn', 'black peppercorns', 'green peppercorn', 'new york strip steaks', 'vegetable oil', 'unsalted butter', 'shallots', 'cognac', 'dry white wine', 'parsley']","['4 cup unsalted beef stock', '1 small onion, chopped ', '1 small carrot, chopped ', '1 bay leaf', '1 sprig thyme', '1 teaspoon whole black peppercorn', '1 tablespoon coarsely crushed black peppercorns', '1 tablespoon coarsely crushed green peppercorn', '4 new york strip steaks, cut 1 inch thick, trimmed of excess fat ', '1 tablespoon vegetable oil', '4 tablespoon unsalted butter, cut into 4 piece ', '2 tablespoon very finely minced shallots', '4 tablespoon cognac or 4 tablespoon brandy', '1/2 cup dry white wine', '2 teaspoon finely chopped parsley']"
232095,"['button mushrooms', 'portabella mushrooms', 'olive oil', 'butter', 'shallots', 'garlic cloves', 'salt', 'wonton wrappers', 'cornstarch', '125 low-fat milk', 'all-purpose flour', 'fresh parmesan cheese', 'fresh chives', 'salt', 'fresh ground black pepper']","['0.5 package button mushrooms', '0.5 package presliced portabella mushrooms', '1 teaspoon olive oil', '1 teaspoon butter', '2 tablespoon finely chopped shallots', '2 garlic cloves, chopped ', '1/8 teaspoon salt', '14 wonton wrappers', '1 teaspoon cornstarch', '1/2 cup 1 low-fat milk', '1 tablespoon all-purpose flour', '2 tablespoon grated fresh parmesan cheese', '1 tablespoon chopped fresh chives', '1/8 teaspoon salt', '1 dash fresh ground black pepper']"
232096,"['shortcake cups', 'ice cream', 'hot fudge', 'whipped cream', 'strawberry']","['2 -3 individual sponge shortcake cups', '1 scoop ice cream ', ' hot fudge, warmed ', ' whipped cream', ' sliced strawberry']"
232097,"['vegetable oil', 'vegetable oil', 'corn on the cob', 'red bell pepper', 'chicken breast tenders', 'poultry seasoning', 'cumin', 'salt and pepper', 'zucchini', 'yellow onion', 'garlic cloves', 'chipotle chile in adobo', 'stewed tomatoes', 'tomato sauce', 'chicken stock', 'blue corn tortilla chips', 'cheddar cheese', 'sour cream', 'red onion', 'cilantro', 'avocado', 'lemon2c juice of']","[' vegetable oil, plus ', '2 tablespoon vegetable oil', '3 ear corn on the cob', '1 red bell pepper, split and seeded ', '1 lb chicken breast tenders', '1 teaspoon poultry seasoning, 1/3 palm full ', '1 teaspoon cumin, 1/3 palm full ', ' salt and pepper', '1 medium zucchini, small dice ', '1 medium yellow onion, chopped ', '3 garlic cloves, chopped ', '1 -2 chipotle chile in adobo, chopped ', '1 can stewed tomatoes', '1 can tomato sauce', '3 cup chicken stock', '4 cup blue corn tortilla chips, broken up into large piece ', '1 cup shredded cheddar cheese or 1 cup monterey jack pepper cheese', '1/2 cup sour cream', '1/4 raw red onion, chopped ', '2 -3 tablespoon chopped cilantro or 2 -3 tablespoon fresh parsley leaves', '1 ripe avocado, diced and dressed with ', '1/2 lemon, juice of']"
232099,"['butter', 'shallots', 'prawns', 'garlic clove', 'gruyere', 'cornflour', 'pear cider', 'hot pepper sauce', 'fresh parsley', 'vegetables']","['1 tablespoon butter', '2 shallots, peeled, finely chopped ', '6 ounce raw prawns, peeled ', '1 garlic clove, peeled ', '350 g gruyere or 350 g swiss cheese, grated ', '2 teaspoon cornflour', '150 ml apple cider or 150 ml light beer', '3 drop hot pepper sauce', ' fresh parsley ', ' french bread or pretzel, to dip ']"
232102,"['water', 'low sodium chicken broth', 'plantains', 'unsalted butter', 'extra virgin olive oil', 'leek', 'fresh thyme', 'fresh italian parsley', 'sour cream', 'ground cumin', 'pecans', 'butter']","['7 cup water', '1 cup low sodium chicken broth', '2 large unpeeled semi-ripe plantains, end trimmed, each cut cross-wise into third ', '1/2 tablespoon unsalted butter', '1 tablespoon extra virgin olive oil', '1/2 large leek, finely chopped ', '4 teaspoon fresh thyme, minced ', '2 teaspoon fresh italian parsley, minced ', '1/4 cup sour cream', '1 tablespoon ground cumin', '1 tablespoon chopped pecans', '1 tablespoon butter']"
232103,"['pickling cucumbers', 'kosher salt', 'garlic', 'coriander seed', 'black peppercorns', 'fresh dill', 'ice', 'grape leaves', 'water']","['20 -25 mildly ripe firm pickling cucumbers', '1/4 cup kosher salt', '1 head garlic, peeled and broken up into clove ', '1 tablespoon coriander seed', '1 tablespoon black peppercorns', '1 bunch fresh dill', '1/2 lb ice', '3 grape leaves', '16 cup water']"
232057,"['elbow macaroni', 'ground beef', 'onion', 'chili without beans', 'cottage cheese', 'corn chips', 'salt', 'chili powder', 'buttered bread crumb']","['1 cup elbow macaroni, uncooked ', '1/2 lb ground beef', '1/4 cup onion, chopped ', ""1 can gebhard's chili without beans"", '1 cup cottage cheese', '1/2 cup corn chips, coarsely crushed ', '1/2 teaspoon salt', '1/2 teaspoon chili powder', '1 cup buttered bread crumb']"
202033,"['onion', 'green pepper', 'carrots', 'celery rib', 'frozen corn', 'black beans', 'pink beans', 'crushed pineapple in juice', 'french lentils', 'diced tomato with juice', 'tomato soup', 'water', 'chili powder', 'garlic powder', 'cumin', 'cayenne pepper', 'liquid smoke']","['1 onion, chopped ', '1 green pepper, chopped ', '2 carrots, slice into disk ', '1 celery rib, sliced ', '1 cup frozen corn', '1 can black beans, drained and rinsed ', '1 can pink beans, drained and rinsed ', '0.5 can crushed pineapple in juice', '1/2 cup french lentil or 1/2 cup lentils', '1 can diced tomato with juice', '1 can tomato soup', '1 1/2 cup water', '2 tablespoon chili powder', '1/2 teaspoon garlic powder', '1/2 teaspoon cumin', '1/4 teaspoon cayenne pepper', '3 dash liquid smoke']"
503579,"['coriander', 'ginger', 'cardamom', 'cumin', 'cinnamon', 'turmeric', 'black pepper', 'mace', 'cayenne pepper', 'clove']","['4 tablespoon coriander', '2 tablespoon ginger', '2 tablespoon cardamom', '1 1/2 tablespoon cumin', '1 1/2 teaspoon cinnamon', '1 tablespoon turmeric', '1 tablespoon black pepper', '1 1/2 teaspoon mace', '1 1/2 teaspoon cayenne pepper', '3/4 teaspoon clove']"
505092,"['bittersweet chocolate chips', 'sugar', 'flour', 'kosher salt', 'eggs', 'kefir', 'vanilla', 'pie crusts']","['1 1/2 cup bittersweet chocolate chips', '1 1/2 cup sugar', '1/4 cup flour', '1/2 teaspoon kosher salt', '6 eggs', '1 cup organic whole milk plain lifeway kefir', '1 1/2 tablespoon vanilla', '1 pie crust or 6 tart shells']"
412809,"['fresh mushrooms', 'margarine', 'olive oil', 'eggs', 'garlic salt', 'italian seasoning', 'parsley flakes', 'ricotta cheese', 'part-skim mozzarella cheese', 'italian cheese blend', 'pasta sauce']","['16 ounce sliced fresh mushroom ', '1 tablespoon margarine ', '1 tablespoon olive oil', '1 egg or 3 tablespoon flax seed meal mixed with 1 t. water', '1/2 teaspoon garlic salt ', '1/2 teaspoon italian seasoning', '1 tablespoon parsley flakes', '15 ounce ricotta cheese ', '2 cup shredded part-skim mozzarella cheese, divided a instructed below ', '1/2 cup shredded and divided italian cheese blend, romano parmesan & asiago should be included in the blend ', '2 1/2-3 1/2 cup pasta sauce, depending on how much extra sauce you want to serve with the lasagna, and for possible bread stick d ']"
696,"['heavy cream', 'vanilla bean', 'sugar', 'eggs', 'egg yolks', 'dark brown sugar', 'fresh raspberry', 'vanilla bean', 'baking chocolate', 'pralines', 'pecans', 'coffee beans', 'bananas', 'butter', 'brandy', 'brown sugar']","['3 cup heavy cream', '1 piece vanilla bean, pierced ', '1/4 cup sugar', '3 eggs', '3 egg yolks', '1/2 cup dark brown sugar', ' fresh raspberry', '1 vanilla bean', '4 1/2 ounce baking chocolate', '4 1/2 ounce pralines', '1 cup pecans, finely chopped or 1 cup brazil nut', '3 ounce coffee beans, finely ground ', '2 bananas', '1 tablespoon butter', '2 tablespoon brandy', '2 teaspoon brown sugar']"
232105,"['racks of lamb', 'oil', 'garlic', 'peppercorn', 'salt']","['2 rack of lamb ', '1 -2 tablespoon oil', '2 tablespoon minced garlic ', ' freshly ground mix of coloured peppercorn ', ' salt']"
248232,"['self rising flour', 'butter', 'superfine sugar', 'chocolate chips', 'milk']","['2 cup sifted self rising flour', '1/4 cup butter', '1 tablespoon superfine sugar', '1/3 cup chocolate chips', '2/3 cup milk']"
494714,"['frozen pie crusts', 'italian sausage', 'onion', 'mushrooms', 'mozzarella cheese', 'parmesan cheese', 'pizza sauce', 'italian seasoning', 'parmesan cheese']","['1 frozen pie crusts, thawed ', '1 lb italian sausage, sliced or crumbled ', '1 small onion, sliced ', '4 ounce mushrooms, sliced ', '1 cup mozzarella cheese, shredded ', '1/4 cup parmesan cheese, shredded ', '1 can pizza sauce', '1/2 teaspoon italian seasoning', '2 teaspoon parmesan cheese, grated ']"
232107,"['ground almonds', 'granulated sugar', 'lemons2c zest of', 'eggs', 'cornflour', 'sugar syrup', 'icing sugar']","['3 cup ground almonds', '1 cup granulated sugar', '3 lemons, zest of, finely grated ', '3 small medium eggs', '3 tablespoon cornflour ', '2 cup of light sugar syrup', '2 1/2 cup icing sugar ']"
232108,"['large shrimp', 'soy sauce', 'garlic clove', 'vegetable oil', 'red bell pepper', 'onion', 'snow peas', 'water', 'pepper', 'rice']","['500 g large shrimp, peeled and deveined ', '3 tablespoon soy sauce', '1 garlic clove, finely chopped ', '2 tablespoon vegetable oil', '1 small red bell pepper, coarsely chopped ', '1 small onion, coarsely chopped ', '16 snow peas, end trimmed and rinsed ', '2 tablespoon water', '1 pinch pepper', '2 straight to wok rice ']"
232111,"['bacon', 'ground pork', 'garlic clove', 'thyme', 'kosher salt', 'fresh ground pepper', 'red onions', 'olive oil', 'hamburger buns', 'unsalted butter', 'camembert cheese', 'gorgonzola', 'arugula', 'tomatoes']","['1/2 cup finely chopped bacon', '1 1/2 lb ground pork', '1 large garlic clove, minced ', '2 teaspoon finely chopped thyme', '1 teaspoon kosher salt', '1/2 teaspoon fresh ground pepper', '4 slice red onion ', ' olive oil, for drizzling ', '4 hamburger bun or 4 ciabatta rolls', '2 tablespoon unsalted butter, melted ', '6 ounce camembert cheese, cut into eight slice ', '2 ounce gorgonzola, cut into four slice ', ' arugula', '4 tomatoes, slice ']"
251759,"['unsalted butter', 'sugar', 'all-purpose flour', 'baking soda', 'salt', 'eggs', 'walnuts', 'vanilla', 'red food coloring', 'blue food coloring', 'icing sugar', 'red food coloring']","['1 cup unsalted butter, softened ', '1 cup sugar', '3 cup all-purpose flour', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '2 large eggs', '1/2 cup very finely chopped walnut or 1/2 cup pecans', '1 teaspoon vanilla', '5 drop red food coloring', '9 drop blue food coloring', '2 cup icing sugar', '35 drop red food coloring']"
286971,"['egg yolks', 'caster sugar', 'cream cheese', 'lime curd', 'double cream', 'milk']","['3 free range egg yolks', '3 ounce caster sugar', '50 g cream cheese', '3 tablespoon lime curd', '150 ml double cream', '150 ml milk']"
232064,"['dried pinto beans', 'water', 'vegetable oil', 'yellow onions', 'salt', 'fresh ground black pepper', 'garlic cloves', 'chicken stock', 'plum tomatoes', 'red onion', 'fresh cilantro', 'lime2c juice of', 'salt 26 freshly ground black pepper', 'crema']","['1 1/2 cup dried pinto beans', '7 cup water', '1/4 cup vegetable oil', '2 yellow onions, diced ', '1 teaspoon salt', '1/2 teaspoon fresh ground black pepper', '4 garlic cloves, minced ', '6 cup vegetable stock or 6 cup water', '3 ripe plum tomatoes, diced ', '1/2 small red onion, finely diced ', '1/4 cup coarsely chopped fresh cilantro', '1 lime, juice of', ' salt & freshly ground black pepper', ' crema or sour cream']"
350688,"['shrimp', 'olive oil', 'kosher salt', 'fresh ground black pepper']","['2 lb shrimp', '1 tablespoon olive oil', '1/2 teaspoon kosher salt', '1/2 teaspoon fresh ground black pepper']"
232115,"['butter', 'light brown sugar', 'white sugar', 'heavy whipping cream', 'nutmeg', 'brie cheese', 'pecans']","['1/4 cup butter', '1/4 cup light brown sugar', '1/4 cup white sugar', '1/4 cup heavy whipping cream', '1/8 teaspoon nutmeg, ground ', '12 ounce brie cheese, wheel ', '1/2 cup pecans, toasted ']"
232117,"['mascarpone', 'eggs', 'sugar', 'marsala wine', 'espresso coffee', 'ladyfingers', 'unsweetened cocoa powder', 'sweetened cocoa powder']","['700 g mascarpone', '6 very fresh egg ', '100 g sugar', '1/2 cup marsala wine', '250 ml freshly brewed espresso coffee ', '600 g ladyfinger ', ' pure unsweetened cocoa powder', ' sweetened cocoa powder']"
232119,"['white rum', 'maraschino juice', 'lime2c juice of', 'grapefruit juice', 'blue curacao', 'pineapple juice']","['2 ounce white rum', '1/4 ounce maraschino juice, can use grenadine ', '1/2 lime, juice of', '1 ounce grapefruit juice', '1 ounce blue curacao', '2 ounce pineapple juice']"
87750,"['yellow cornmeal', 'flour', 'sugar', 'baking powder', 'salt', 'allspice', 'fresh ground white pepper', 'egg', 'milk', 'vegetable shortening', 'shortening']","['1 cup yellow cornmeal', '1 cup flour', '1 tablespoon sugar', '4 teaspoon baking powder', '1 teaspoon salt', '1/8 teaspoon allspice', '1/8 teaspoon fresh ground white pepper', '1 large egg', '1 cup milk', '1/4 cup vegetable shortening', '1 1/2 tablespoon bacon or 1 1/2 tablespoon sausage dripping ']"
127155,"['monterey jack cheese', 'plain breadcrumbs', 'kosher salt', 'green onions', 'fresh basil', 'tabasco sauce', 'dry white wine', 'fresh lemon juice', 'garlic clove', 'egg', 'fresh crabmeat', 'button mushrooms', 'cooking oil']","['3 cup monterey jack cheese, shredded ', '1/2 cup plain breadcrumbs', '1/8 teaspoon kosher salt', '2 green onions, sliced thin ', '2 teaspoon fresh basil, finely chopped ', '12 drop tabasco sauce', '2 tablespoon dry white wine', '2 tablespoon fresh lemon juice', '1 small garlic clove, crushed ', '1 large egg, lightly beaten ', '1 lb fresh crabmeat ', '48 medium button mushrooms', ' cooking oil']"
145772,"['potatoes', 'cream of mushroom soup', 'cream of chicken soup', 'evaporated milk', 'salt and pepper', 'cheddar cheese']","['4 -5 thinly sliced potatoes', '1 can cream of mushroom soup', '1 can cream of chicken soup', '1/2-3/4 of one can evaporated milk ', ' salt and pepper', '2 cup cheddar cheese']"
145160,"['potatoes', 'butter', 'salt', 'milk', 'chicken gravy', 'black pepper']","['5 large potato ', '1/2 cup butter or 1/2 cup margarine', '1 teaspoon salt', '1 1/2 cup milk', '1 1/2 cup chicken gravy', '1 teaspoon black pepper']"
171489,"['frozen blackberries', 'cranberry sauce', 'sugar', 'water', 'flour']","['8 ounce frozen blackberries', '1 can cranberry sauce', '1/3 cup sugar', '3/4 cup water', '1/4 cup flour']"
180132,"['skinless chicken breasts', 'carrots', 'celery', 'parsnip', 'leek', 'green beans', 'parsley', 'garlic clove', 'chicken stock', 'water', 'salt 26 pepper']","['500 g skinless chicken breasts', '3 carrots, chopped ', '4 celery, chopped ', '1 parsnip, chopped ', '1 leek, chopped ', '1 cup green beans, chopped ', '2 tablespoon parsley, chopped finely ', '1 garlic clove, crushed ', '3 -4 tablespoon chicken stock', '8 cup water', ' salt & pepper']"
232073,"['cream cheese', 'sour cream', 'old bay seasoning', 'lemon juice', 'cayenne pepper', 'worcestershire sauce', 'chili powder', 'cooked shrimp']","['8 ounce cream cheese, softened ', '8 ounce sour cream', '2 tablespoon old bay seasoning', '2 tablespoon lemon juice', '1/2 teaspoon cayenne pepper', '2 tablespoon worcestershire sauce', '1/2 teaspoon chili powder', '12 ounce cooked shrimp, minced ']"
180705,"['ground beef', 'onion', 'tomato sauce', 'spaghetti sauce mix', 'sour cream', 'mozzarella cheese', 'crescent roll dough']","['2 lb ground beef', '1 cup onion, chopped ', '15 ounce tomato sauce', '1 1/4 ounce spaghetti sauce mix', '8 ounce sour cream', '8 ounce mozzarella cheese, shredded ', '8 ounce crescent roll dough']"
181765,"['mayonnaise', 'cider vinegar', 'fresh lemon juice', 'black pepper', 'cayenne pepper']","['1 cup mayonnaise, i use hellman but try your favorite ', '1 cup cider vinegar, i use heinz ', '1 tablespoon fresh lemon juice, can use bottled but fresh is the bomb ', '1 -1 1/2 tablespoon black pepper, depends on you ', ""1/4 teaspoon cayenne pepper, here's the zing but not too much really ""]"
195132,"['butter', 'sugar', 'eggs', 'almond extract', 'flour', 'baking powder', 'salt', 'evaporated milk', 'maraschino cherries', 'icing sugar']","['1 1/4 cup butter, softened ', '2 3/4 cup sugar', '5 eggs', '1 teaspoon almond extract', '3 cup flour', '1 teaspoon baking powder', '1/4 teaspoon salt', '1 cup evaporated milk, undiluted ', '2 cup maraschino cherries, well drained ', ' icing sugar']"
198312,"['butter', 'sugar', 'egg', 'vanilla extract', 'flour', 'salt', 'flaked coconut', 'baking powder', 'green food coloring', 'dried cranberries', 'red food coloring', 'almond extract']","['1 cup butter, softened ', '1 cup sugar', '1 large egg, lightly beaten ', '1 teaspoon vanilla extract', '2 1/2 cup flour', '1/2 teaspoon salt', '1/3 cup flaked coconut', '1 1/2 teaspoon baking powder', '2 -3 drop green food coloring', '1/4 cup sweet dried cranberries', '2 drop red food coloring', '1/2 teaspoon almond extract']"
204805,"['meat', 'garlic cloves', 'fresh gingerroot', 'dried red chilies', 'water', 'ground cumin', 'ground coriander', 'ground turmeric', 'vegetable oil', 'whole cumin seeds', 'salt', 'sugar', 'lemon juice']","['14 -18 ounce of stir fry meat or 14 -18 ounce of your favorite stir fry vegetable ', '5 garlic clove ', ' fresh gingerroot ', '1/2-2 small dried red chilies or 1 teaspoon black pepper', '7 tablespoon water', '2 teaspoon ground cumin', '1 teaspoon ground coriander', '1/2 teaspoon ground turmeric', '4 tablespoon vegetable oil', '1 1/2 teaspoon whole cumin seeds', '1 teaspoon salt', '2 teaspoon sugar', '6 teaspoon lemon juice ']"
208980,"['ground chicken', 'seasoning', 'egg', 'parmesan cheese', 'italian seasoned breadcrumbs', 'parsley', 'extra virgin olive oil', 'garlic cloves', 'red pepper flakes', 'crushed tomatoes', 'chicken stock', 'salt', 'black pepper', 'fresh basil leaves', 'hoagie rolls', 'provolone cheese']","['1 1/2 lb ground chicken', '1 tablespoon grill seasoning', '1 egg, beaten ', '1 cup grated parmesan cheese', '1/2 cup italian seasoned breadcrumbs', ' parsley', '3 tablespoon extra virgin olive oil, plus some for drizzling ', '2 large garlic cloves, cracked from skin and split ', '1/4 teaspoon red pepper flakes', '1 can crushed tomatoes', '1 cup chicken stock', ' salt', ' black pepper', '8 -10 torn fresh basil leaves', '4 crusty hoagie rolls', '1 1/2 cup shredded provolone cheese']"
219118,"['baby carrots', 'water', 'honey', 'butter', 'dark brown sugar', 'white wine vinegar', 'salt', 'ground allspice']","['1 lb fresh baby carrots', '1/4 cup water', '1/4 cup honey', '2 tablespoon butter', '2 tablespoon dark brown sugar, firmly packed ', '1 tablespoon white wine vinegar', '1/2 teaspoon salt', '1/8 teaspoon ground allspice']"
226398,"['margarine', 'sugar', 'flour', 'baking powder', 'milk', 'eggs', 'vanilla essence']","['125 g margarine ', '200 ml sugar', '300 ml flour', '2 teaspoon baking powder ', '1/2 cup milk', '2 eggs', '1 teaspoon vanilla essence']"
228530,"['vegetable oil', 'onion', 'pumpkin', 'cinnamon sticks', 'bay leaves', 'curry powder', 'bulgur', 'vegetable broth', 'salt', 'pepper']","['2 teaspoon vegetable oil', '1 cup onion, finely chopped ', '2 cup pumpkin ', '2 cinnamon stick ', '2 bay leaves', '1 -2 teaspoon curry powder ', '1 cup bulgur, uncooked ', '2 cup vegetable broth', '1/4 teaspoon salt', '1/4 teaspoon pepper']"
240833,"['pork loin chops', 'beef broth', 'potatoes', 'onions', 'carrots', 'salt', 'pepper']","['4 pork loin chop or 4 rib chops, 1 inch thick ', '1/4 cup beef broth or 1/4 cup chicken broth', '4 medium potatoes, cut into fourth ', '4 medium onions, cut into fourth ', '2 -4 small carrots, cut into 1 inch piece ', '3/4 teaspoon salt', '1/2 teaspoon pepper']"
246902,"['red snapper fillets', 'garlic cloves', 'olive oil', 'onion', 'celery', 'mushroom', 'tomatoes', 'tomato paste', 'white wine', 'clam juice', 'parsley', 'oregano', 'orange peel', 'cayenne pepper', 'salt and pepper', 'bay leaf']","['6 red snapper fillets, boneless and skinless ', '2 garlic cloves, crushed ', '3 ounce olive oil', '1/3 lb onion, diced ', '1/3 lb celery, diced ', '1/3 lb mushroom, chopped ', '1 lb tomatoes, diced ', '1 1/2 ounce tomato paste', '3/4 cup white wine, dry ', '3/4 cup clam juice', '2 tablespoon parsley, chopped ', '1/2 tablespoon oregano', '1 teaspoon orange peel, grated ', '1 dash cayenne pepper', '1 dash salt and pepper', '1 bay leaf']"
257496,"['sirloin steaks', 'parsnips', 'dates', 'mixed salad greens', 'mint leaves', 'low-fat creme fraiche', 'horseradish sauce', 'lemon juice']","['250 g sirloin steaks, fat trimmed ', '2 parsnips, peeled and coarsely grated ', '4 dates, stoned and quartered lengthways ', '150 g ready mixed salad greens', '2 tablespoon mint leaves', '3 tablespoon low-fat creme fraiche', '2 teaspoon horseradish sauce', '1 -2 teaspoon lemon juice']"
319626,"['butter', 'onion', 'hard-boiled eggs', 'green chilies', 'monterey jack cheese', 'parmesan cheese', 'salt', 'corn tortillas', 'creamed corn', 'tomatoes', 'prepared mustard', 'sugar', 'onion powder', 'garlic powder', 'monterey jack cheese', 'sour cream', 'chives']","['1 teaspoon butter', '1/4 cup chopped onion', '8 hard-boiled eggs, chopped ', '1 can chopped green chilies, drained ', '1/2 cup monterey jack cheese, grated ', '2 tablespoon parmesan cheese, grated ', '1/4 teaspoon salt', '12 corn tortillas', '1 can creamed corn', '2 small tomatoes, seeded and diced ', '1 teaspoon prepared mustard', '1/2 teaspoon sugar', '1/2 teaspoon onion powder', '1/2 teaspoon garlic powder', '1/2 cup monterey jack cheese, grated ', ' sour cream ', ' chopped chive ']"
342209,"['sugar', 'butter', 'eggs', 'mashed banana', 'vanilla', 'lemon juice', 'rolled oats', 'flour', 'baking soda', 'baking powder', 'salt', 'nuts']","['1 cup sugar', '2/3 cup butter or 2/3 cup shortening', '2 eggs', '3/4 cup mashed banana', '1/2 teaspoon vanilla', '1/2 teaspoon lemon juice', '1 1/2 cup rolled oat ', '2 cup flour', '3/4 teaspoon baking soda', '1 teaspoon baking powder', '1 teaspoon salt', '1/2 cup nuts, chopped ']"
353574,"['medium grain rice', 'seasoning']","['3 cup medium grain rice or 3 cup short-grain rice ', '3 ounce mitzukan sushi rice seasoning']"
